KOG	Genes
KOG2190	Glyma.04G088100
KOG1303	Glyma.04G088200
KOG2205	Glyma.04G088300
KOG1187	Glyma.04G088700
KOG0472	Glyma.04G088700
KOG1187	Glyma.04G088800
KOG0472	Glyma.04G088800
KOG1347	Glyma.04G089000
KOG1476	Glyma.04G089300
KOG1895	Glyma.04G089400
KOG3357	Glyma.04G089600
KOG0320	Glyma.04G089851
KOG4754	Glyma.04G090300
KOG4703	Glyma.04G090400
KOG0583	Glyma.04G090500
KOG1865	Glyma.04G091700
KOG1339	Glyma.04G091800
KOG0759	Glyma.04G092100
KOG4271	Glyma.04G092200
KOG0841	Glyma.04G092600
KOG3338	Glyma.04G092700
KOG0656	Glyma.04G092800
KOG1187	Glyma.04G093200
KOG1947	Glyma.04G093500
KOG2586	Glyma.04G093600
KOG3246	Glyma.04G093800
KOG3497	Glyma.04G094900
KOG0529	Glyma.04G095800
KOG0192	Glyma.04G096000
KOG3117	Glyma.04G096700
KOG0939	Glyma.04G096900
KOG0032	Glyma.04G097100
KOG1347	Glyma.04G097700
KOG1347	Glyma.04G097900
KOG0130	Glyma.04G098600
KOG0114	Glyma.04G098600
KOG0106	Glyma.04G098600
KOG0105	Glyma.04G098600
KOG0131	Glyma.04G098600
KOG0144	Glyma.04G098600
KOG0841	Glyma.04G099900
KOG0149	Glyma.04G100600
KOG2640	Glyma.04G101100
KOG2640	Glyma.04G101300
KOG0698	Glyma.04G101400
KOG0752	Glyma.04G102300
KOG0254	Glyma.04G102600
KOG0254	Glyma.04G102700
KOG0254	Glyma.04G102800
KOG2049	Glyma.04G102900
KOG0548	Glyma.04G103400
KOG2342	Glyma.04G104100
KOG4532	Glyma.04G104200
KOG1470	Glyma.04G104300
KOG1470	Glyma.04G104400
KOG0235	Glyma.04G104500
KOG1191	Glyma.04G105000
KOG1603	Glyma.04G106500
KOG0978	Glyma.04G107100
KOG1331	Glyma.04G107300
KOG2580	Glyma.04G107400
KOG0853	Glyma.04G110200
KOG2258	Glyma.04G110300
KOG0069	Glyma.04G110700
KOG1396	Glyma.04G110900
KOG0397	Glyma.04G111500
KOG0859	Glyma.04G111600
KOG1588	Glyma.04G111900
KOG1471	Glyma.04G112300
KOG0676	Glyma.04G112600
KOG0381	Glyma.04G113000
KOG0475	Glyma.04G114800
KOG1187	Glyma.04G115700
KOG3050	Glyma.04G115900
KOG4214	Glyma.04G116500
KOG1125	Glyma.04G116700
KOG3377	Glyma.04G117900
KOG1947	Glyma.04G120000
KOG0858	Glyma.04G121000
KOG1187	Glyma.04G121100
KOG1115	Glyma.04G121300
KOG2266	Glyma.04G122200
KOG2992	Glyma.04G122200
KOG3295	Glyma.04G122700
KOG1065	Glyma.04G123900
KOG2615	Glyma.04G124800
KOG1082	Glyma.04G125500
KOG0048	Glyma.04G125700
KOG1187	Glyma.04G126000
KOG1187	Glyma.04G127100
KOG0320	Glyma.04G128100
KOG0798	Glyma.04G128400
KOG2295	Glyma.04G128800
KOG1273	Glyma.04G129500
KOG2747	Glyma.04G130300
KOG0802	Glyma.04G130500
KOG1359	Glyma.04G130900
KOG3083	Glyma.04G131800
KOG2686	Glyma.04G132000
KOG3411	Glyma.04G132900
KOG3303	Glyma.04G133700
KOG1499	Glyma.04G133900
KOG4600	Glyma.04G134300
KOG0198	Glyma.04G134700
KOG2839	Glyma.04G135000
KOG0907	Glyma.04G135300
KOG4282	Glyma.04G135400
KOG1339	Glyma.04G136000
KOG0027	Glyma.04G136200
KOG0027	Glyma.04G136300
KOG0027	Glyma.04G136600
KOG4658	Glyma.04G137800
KOG1001	Glyma.04G138300
KOG1187	Glyma.04G139100
KOG4600	Glyma.04G139200
KOG2781	Glyma.04G139900
KOG4530	Glyma.04G140400
KOG0819	Glyma.04G140900
KOG2751	Glyma.04G141000
KOG3218	Glyma.04G141500
KOG1030	Glyma.04G141600
KOG3235	Glyma.04G142300
KOG1169	Glyma.04G143000
KOG0027	Glyma.04G144800
KOG4280	Glyma.04G145200
KOG2593	Glyma.04G146000
KOG3416	Glyma.04G146600
KOG4372	Glyma.04G146800
KOG1947	Glyma.04G147000
KOG3882	Glyma.04G147100
KOG1161	Glyma.04G147600
KOG4480	Glyma.04G147700
KOG0799	Glyma.04G148100
KOG0714	Glyma.04G148200
KOG4720	Glyma.04G148300
KOG0324	Glyma.04G148900
KOG1757	Glyma.04G149200
KOG1499	Glyma.04G149600
KOG1187	Glyma.04G149800
KOG2112	Glyma.04G149900
KOG1164	Glyma.04G150300
KOG0662	Glyma.04G150300
KOG2345	Glyma.04G151200
KOG3229	Glyma.04G151500
KOG0401	Glyma.04G154100
KOG4495	Glyma.04G155300
KOG1349	Glyma.04G156000
KOG0748	Glyma.04G156100
KOG4281	Glyma.04G156900
KOG1598	Glyma.04G157100
KOG0014	Glyma.04G159300
KOG1267	Glyma.04G160400
KOG0379	Glyma.04G160700
KOG2344	Glyma.04G162400
KOG1615	Glyma.04G162700
KOG1531	Glyma.04G162800
KOG0770	Glyma.04G163000
KOG0752	Glyma.04G163000
KOG0760	Glyma.04G163000
KOG2428	Glyma.04G163400
KOG3065	Glyma.04G164400
KOG1399	Glyma.04G165000
KOG1187	Glyma.04G165400
KOG3271	Glyma.04G165500
KOG1601	Glyma.04G166300
KOG3258	Glyma.04G166700
KOG0048	Glyma.04G166900
KOG3292	Glyma.04G167300
KOG0907	Glyma.04G167500
KOG1609	Glyma.04G169300
KOG1021	Glyma.04G169500
KOG0048	Glyma.04G170100
KOG1508	Glyma.04G170400
KOG0143	Glyma.04G170500
KOG1725	Glyma.04G171200
KOG3000	Glyma.04G171300
KOG3301	Glyma.04G171400
KOG0255	Glyma.04G171800
KOG1604	Glyma.04G172800
KOG0059	Glyma.04G172900
KOG0059	Glyma.04G173000
KOG0419	Glyma.04G173300
KOG1103	Glyma.04G173500
KOG3126	Glyma.04G174300
KOG0725	Glyma.04G174600
KOG1187	Glyma.04G174700
KOG0714	Glyma.04G175100
KOG0032	Glyma.04G175300
KOG2287	Glyma.04G176600
KOG3093	Glyma.04G177000
KOG0313	Glyma.04G178800
KOG3446	Glyma.04G179100
KOG1700	Glyma.04G179800
KOG1886	Glyma.04G180100
KOG0393	Glyma.04G180200
KOG0192	Glyma.04G181500
KOG0192	Glyma.04G182700
KOG1840	Glyma.04G183400
KOG1441	Glyma.04G184300
KOG1438	Glyma.04G184900
KOG0773	Glyma.04G185100
KOG1354	Glyma.04G185200
KOG1845	Glyma.04G185300
KOG0472	Glyma.04G185400
KOG2131	Glyma.04G185900
KOG0737	Glyma.04G186000
KOG4657	Glyma.04G186200
KOG1208	Glyma.04G186300
KOG2991	Glyma.04G186400
KOG0048	Glyma.04G187300
KOG1742	Glyma.04G187500
KOG1032	Glyma.04G187900
KOG4579	Glyma.04G188000
KOG1192	Glyma.04G188100
KOG0192	Glyma.04G188200
KOG0744	Glyma.04G188400
KOG1906	Glyma.04G189100
KOG4685	Glyma.04G189200
KOG2490	Glyma.04G189300
KOG4172	Glyma.04G189900
KOG0131	Glyma.04G190100
KOG1661	Glyma.04G190200
KOG1187	Glyma.04G190400
KOG1552	Glyma.04G190500
KOG1543	Glyma.04G190700
KOG1635	Glyma.04G190800
KOG1778	Glyma.04G190900
KOG0989	Glyma.04G191200
KOG2914	Glyma.04G191700
KOG1294	Glyma.04G191800
KOG1677	Glyma.04G192100
KOG0657	Glyma.04G193400
KOG0657	Glyma.04G193500
KOG1474	Glyma.04G193800
KOG4066	Glyma.04G194000
KOG4579	Glyma.04G194400
KOG1187	Glyma.04G194450
KOG1137	Glyma.04G194600
KOG0175	Glyma.04G194700
KOG0027	Glyma.04G194800
KOG1668	Glyma.04G195100
KOG2570	Glyma.04G195200
KOG1764	Glyma.04G195300
KOG1657	Glyma.04G196200
KOG1603	Glyma.04G197300
KOG2266	Glyma.04G197900
KOG1623	Glyma.04G198400
KOG1623	Glyma.04G198500
KOG1623	Glyma.04G198600
KOG3489	Glyma.04G198900
KOG0418	Glyma.04G199200
KOG2306	Glyma.04G199400
KOG4374	Glyma.04G199700
KOG2159	Glyma.04G200000
KOG1718	Glyma.04G200300
KOG1596	Glyma.04G200700
KOG0521	Glyma.04G200800
KOG4660	Glyma.04G201200
KOG0265	Glyma.04G201300
KOG1470	Glyma.04G202100
KOG1021	Glyma.04G202200
KOG3326	Glyma.04G202600
KOG1208	Glyma.04G202700
KOG0039	Glyma.04G203200
KOG3328	Glyma.04G204300
KOG0032	Glyma.04G204400
KOG1471	Glyma.04G205300
KOG0583	Glyma.04G205400
KOG2922	Glyma.04G206500
KOG1339	Glyma.04G206700
KOG1427	Glyma.04G206900
KOG3487	Glyma.04G207300
KOG1211	Glyma.04G207800
KOG0710	Glyma.04G208000
KOG1339	Glyma.04G208200
KOG1774	Glyma.04G208600
KOG1303	Glyma.04G209100
KOG1303	Glyma.04G209200
KOG1427	Glyma.04G209600
KOG1289	Glyma.04G209800
KOG2683	Glyma.04G210000
KOG2910	Glyma.04G210200
KOG1187	Glyma.04G210500
KOG2399	Glyma.04G210900
KOG4172	Glyma.04G211000
KOG0143	Glyma.04G211100
KOG4776	Glyma.04G211300
KOG3133	Glyma.04G211300
KOG3116	Glyma.04G211300
KOG0061	Glyma.04G211800
KOG3424	Glyma.04G211900
KOG0080	Glyma.04G212400
KOG3402	Glyma.04G212600
KOG1444	Glyma.04G212800
KOG0198	Glyma.04G213000
KOG1399	Glyma.04G213600
KOG0731	Glyma.04G213800
KOG1950	Glyma.04G214400
KOG3280	Glyma.04G214500
KOG0283	Glyma.04G214900
KOG0584	Glyma.04G215200
KOG3276	Glyma.04G215300
KOG4636	Glyma.04G215400
KOG0583	Glyma.04G215500
KOG1493	Glyma.04G215600
KOG4282	Glyma.04G216100
KOG2567	Glyma.04G217100
KOG0659	Glyma.04G218000
KOG0663	Glyma.04G218000
KOG1441	Glyma.04G218200
KOG1187	Glyma.04G218300
KOG2061	Glyma.04G218800
KOG4692	Glyma.04G220000
KOG1235	Glyma.04G220200
KOG1187	Glyma.04G220400
KOG1237	Glyma.04G220700
KOG1716	Glyma.04G220900
KOG1441	Glyma.04G221100
KOG1441	Glyma.04G221200
KOG0876	Glyma.04G221300
KOG1768	Glyma.04G221400
KOG2545	Glyma.04G222000
KOG1187	Glyma.04G222800
KOG2241	Glyma.04G222900
KOG1105	Glyma.04G223500
KOG1187	Glyma.04G223800
KOG0857	Glyma.04G224000
KOG0814	Glyma.04G224100
KOG4172	Glyma.04G224200
KOG1198	Glyma.04G224400
KOG2084	Glyma.04G225100
KOG4696	Glyma.04G225400
KOG3098	Glyma.04G226100
KOG2620	Glyma.04G226400
KOG3255	Glyma.04G226500
KOG2338	Glyma.04G226800
KOG3255	Glyma.04G226900
KOG1603	Glyma.04G227000
KOG2239	Glyma.04G227300
KOG2239	Glyma.04G227400
KOG3178	Glyma.04G227700
KOG0143	Glyma.04G227900
KOG1601	Glyma.04G228300
KOG1267	Glyma.04G228500
KOG2761	Glyma.04G228700
KOG1762	Glyma.04G229000
KOG0105	Glyma.04G229300
KOG0131	Glyma.04G229400
KOG0131	Glyma.04G229500
KOG0149	Glyma.04G229600
KOG0710	Glyma.04G229800
KOG1187	Glyma.04G230500
KOG0032	Glyma.04G231000
KOG0484	Glyma.04G231400
KOG0003	Glyma.04G231500
KOG3147	Glyma.04G231600
KOG2197	Glyma.04G231700
KOG0537	Glyma.04G231800
KOG4317	Glyma.04G232000
KOG0737	Glyma.04G232100
KOG0743	Glyma.04G232200
KOG2948	Glyma.04G232300
KOG1530	Glyma.04G232400
KOG2523	Glyma.04G232900
KOG3399	Glyma.04G233200
KOG0817	Glyma.04G233600
KOG0698	Glyma.04G233900
KOG2190	Glyma.04G234100
KOG1840	Glyma.04G234300
KOG2830	Glyma.04G234900
KOG3002	Glyma.04G235700
KOG0034	Glyma.04G235900
KOG2381	Glyma.04G236100
KOG2265	Glyma.04G236300
KOG0594	Glyma.04G236600
KOG4519	Glyma.04G237000
KOG1562	Glyma.04G237300
KOG1208	Glyma.04G237500
KOG1190	Glyma.04G238000
KOG0761	Glyma.04G238600
KOG0417	Glyma.04G238800
KOG1187	Glyma.04G239000
KOG2288	Glyma.04G239300
KOG1187	Glyma.04G239700
KOG3221	Glyma.04G239900
KOG1623	Glyma.04G241400
KOG0910	Glyma.04G242000
KOG1399	Glyma.04G242500
KOG1279	Glyma.04G243100
KOG1087	Glyma.04G243600
KOG1187	Glyma.04G244100
KOG0143	Glyma.04G244200
KOG0027	Glyma.04G245000
KOG2388	Glyma.04G245100
KOG1187	Glyma.04G245300
KOG0014	Glyma.04G245500
KOG2178	Glyma.04G245800
KOG0143	Glyma.04G245900
KOG4615	Glyma.04G246100
KOG1303	Glyma.04G246400
KOG0654	Glyma.04G246600
KOG0989	Glyma.04G246800
KOG4828	Glyma.04G247000
KOG1279	Glyma.04G247200
KOG2997	Glyma.04G247500
KOG0190	Glyma.04G247900
KOG1339	Glyma.04G248700
KOG1339	Glyma.04G248800
KOG0990	Glyma.04G248900
KOG0180	Glyma.04G249300
KOG1441	Glyma.04G250000
KOG1968	Glyma.04G250200
KOG2487	Glyma.04G250400
KOG1691	Glyma.04G251300
KOG0231	Glyma.04G251700
KOG0257	Glyma.04G251800
KOG1303	Glyma.04G252300
KOG3483	Glyma.04G252400
KOG0596	Glyma.04G252700
KOG2084	Glyma.04G252800
KOG1737	Glyma.04G253000
KOG3311	Glyma.04G253300
KOG0198	Glyma.04G253500
KOG3393	Glyma.04G253700
KOG0954	Glyma.04G253800
KOG2319	Glyma.04G254000
KOG2288	Glyma.04G254100
KOG2289	Glyma.04G254500
KOG2728	Glyma.04G254600
KOG1303	Glyma.04G255200
KOG0120	Glyma.04G255700
KOG0131	Glyma.04G255700
KOG4604	Glyma.04G256400
KOG3043	Glyma.04G256500
KOG4235	Glyma.04G256800
KOG0014	Glyma.04G257100
KOG2940	Glyma.04G257200
KOG1116	Glyma.05G000200
KOG3082	Glyma.05G001000
KOG2767	Glyma.05G001200
KOG1347	Glyma.05G001700
KOG0211	Glyma.05G002100
KOG2529	Glyma.05G002300
KOG0192	Glyma.05G002600
KOG0157	Glyma.05G003000
KOG0157	Glyma.05G003100
KOG0157	Glyma.05G003200
KOG4205	Glyma.05G003400
KOG1833	Glyma.05G003500
KOG3566	Glyma.05G003600
KOG0321	Glyma.05G004600
KOG1187	Glyma.05G005100
KOG0581	Glyma.05G005900
KOG0070	Glyma.05G006000
KOG0048	Glyma.05G006100
KOG1502	Glyma.05G006600
KOG0581	Glyma.05G006700
KOG1578	Glyma.05G007100
KOG1320	Glyma.05G007200
KOG1840	Glyma.05G007800
KOG0534	Glyma.05G008100
KOG1677	Glyma.05G008400
KOG0157	Glyma.05G010200
KOG0096	Glyma.05G010300
KOG4214	Glyma.05G010600
KOG1609	Glyma.05G010700
KOG1187	Glyma.05G011600
KOG2718	Glyma.05G011700
KOG0266	Glyma.05G011800
KOG2078	Glyma.05G012700
KOG2432	Glyma.05G013100
KOG4172	Glyma.05G013200
KOG2593	Glyma.05G013500
KOG1121	Glyma.05G013900
KOG1653	Glyma.05G014200
KOG0880	Glyma.05G014300
KOG4765	Glyma.05G014400
KOG4579	Glyma.05G014600
KOG0242	Glyma.05G014900
KOG0871	Glyma.05G015100
KOG2138	Glyma.05G015200
KOG0027	Glyma.05G015500
KOG1520	Glyma.05G016500
KOG3167	Glyma.05G016600
KOG4203	Glyma.05G016700
KOG3167	Glyma.05G016800
KOG2345	Glyma.05G016900
KOG1592	Glyma.05G018300
KOG0014	Glyma.05G018800
KOG0014	Glyma.05G018900
KOG0156	Glyma.05G019200
KOG2980	Glyma.05G019500
KOG4693	Glyma.05G019700
KOG0116	Glyma.05G020200
KOG2258	Glyma.05G020500
KOG0851	Glyma.05G020600
KOG2736	Glyma.05G020800
KOG0039	Glyma.05G021100
KOG0717	Glyma.05G021300
KOG1342	Glyma.05G021400
KOG4536	Glyma.05G021700
KOG0156	Glyma.05G021800
KOG0156	Glyma.05G021900
KOG0156	Glyma.05G022100
KOG2637	Glyma.05G023000
KOG3065	Glyma.05G023100
KOG1425	Glyma.05G023300
KOG1003	Glyma.05G023300
KOG1399	Glyma.05G023700
KOG1399	Glyma.05G023800
KOG1187	Glyma.05G024000
KOG3271	Glyma.05G024200
KOG4748	Glyma.05G024800
KOG3111	Glyma.05G025300
KOG0014	Glyma.05G025700
KOG0048	Glyma.05G027000
KOG1508	Glyma.05G027300
KOG1725	Glyma.05G027700
KOG0313	Glyma.05G027800
KOG3301	Glyma.05G028000
KOG1187	Glyma.05G028300
KOG0419	Glyma.05G028800
KOG2451	Glyma.05G029100
KOG2450	Glyma.05G029100
KOG2451	Glyma.05G029200
KOG2450	Glyma.05G029200
KOG3126	Glyma.05G029700
KOG2620	Glyma.05G029800
KOG0483	Glyma.05G030000
KOG1187	Glyma.05G030100
KOG0032	Glyma.05G030800
KOG4672	Glyma.05G031100
KOG3492	Glyma.05G031500
KOG2287	Glyma.05G031600
KOG3430	Glyma.05G031700
KOG2081	Glyma.05G031900
KOG0598	Glyma.05G032000
KOG0659	Glyma.05G032000
KOG2068	Glyma.05G032700
KOG2578	Glyma.05G033400
KOG0645	Glyma.05G033700
KOG1700	Glyma.05G034700
KOG0393	Glyma.05G035200
KOG1320	Glyma.05G035300
KOG4431	Glyma.05G035600
KOG0416	Glyma.05G035700
KOG1562	Glyma.05G036300
KOG1623	Glyma.05G036500
KOG0192	Glyma.05G036600
KOG0235	Glyma.05G036900
KOG0192	Glyma.05G037200
KOG1840	Glyma.05G037300
KOG2629	Glyma.05G037400
KOG3109	Glyma.05G037766
KOG2201	Glyma.05G037900
KOG3361	Glyma.05G038100
KOG3035	Glyma.05G038400
KOG0048	Glyma.05G038500
KOG2600	Glyma.05G038800
KOG0472	Glyma.05G039100
KOG1470	Glyma.05G039500
KOG1187	Glyma.05G039900
KOG0472	Glyma.05G039900
KOG4657	Glyma.05G040000
KOG1208	Glyma.05G040100
KOG2991	Glyma.05G040200
KOG0257	Glyma.05G040400
KOG0048	Glyma.05G040700
KOG1742	Glyma.05G040900
KOG0329	Glyma.05G041000
KOG1187	Glyma.05G041300
KOG4579	Glyma.05G041400
KOG0156	Glyma.05G042600
KOG1303	Glyma.05G043000
KOG1303	Glyma.05G043100
KOG0131	Glyma.05G043200
KOG1661	Glyma.05G043300
KOG1332	Glyma.05G043500
KOG1552	Glyma.05G043600
KOG0288	Glyma.05G043700
KOG0989	Glyma.05G044100
KOG1677	Glyma.05G044300
KOG1235	Glyma.05G045000
KOG0888	Glyma.05G045200
KOG1474	Glyma.05G045700
KOG3078	Glyma.05G046100
KOG0594	Glyma.05G046200
KOG3078	Glyma.05G046300
KOG1706	Glyma.05G046900
KOG0027	Glyma.05G047100
KOG2570	Glyma.05G047600
KOG1764	Glyma.05G047700
KOG1378	Glyma.05G047900
KOG1662	Glyma.05G048000
KOG3127	Glyma.05G048400
KOG2552	Glyma.05G049100
KOG1363	Glyma.05G049200
KOG2704	Glyma.05G049500
KOG4361	Glyma.05G049600
KOG1347	Glyma.05G049700
KOG2142	Glyma.05G050200
KOG0773	Glyma.05G050600
KOG0014	Glyma.05G050700
KOG0305	Glyma.05G051100
KOG1308	Glyma.05G051600
KOG0048	Glyma.05G051700
KOG4083	Glyma.05G051800
KOG0157	Glyma.05G051900
KOG1371	Glyma.05G052100
KOG0400	Glyma.05G052300
KOG0400	Glyma.05G052400
KOG0400	Glyma.05G052600
KOG1187	Glyma.05G052700
KOG3429	Glyma.05G052900
KOG0873	Glyma.05G053300
KOG2729	Glyma.05G053500
KOG0840	Glyma.05G053600
KOG1347	Glyma.05G054000
KOG3173	Glyma.05G054400
KOG1441	Glyma.05G054700
KOG3041	Glyma.05G054800
KOG3041	Glyma.05G054900
KOG4656	Glyma.05G055000
KOG2772	Glyma.05G056400
KOG1712	Glyma.05G056500
KOG4268	Glyma.05G056700
KOG2209	Glyma.05G056800
KOG1237	Glyma.05G056900
KOG1654	Glyma.05G058300
KOG0439	Glyma.05G058700
KOG1339	Glyma.05G058900
KOG1501	Glyma.05G059000
KOG3228	Glyma.05G059200
KOG1950	Glyma.05G059300
KOG3133	Glyma.05G059400
KOG0009	Glyma.05G059600
KOG3076	Glyma.05G060500
KOG2741	Glyma.05G061300
KOG1678	Glyma.05G061400
KOG0314	Glyma.05G061500
KOG0048	Glyma.05G061900
KOG0143	Glyma.05G062400
KOG0483	Glyma.05G062700
KOG1719	Glyma.05G062900
KOG0324	Glyma.05G063000
KOG0648	Glyma.05G063100
KOG1415	Glyma.05G063800
KOG1679	Glyma.05G063900
KOG4569	Glyma.05G064200
KOG0084	Glyma.05G064300
KOG2533	Glyma.05G064500
KOG0439	Glyma.05G064600
KOG1629	Glyma.05G064700
KOG0840	Glyma.05G065900
KOG1286	Glyma.05G066600
KOG0583	Glyma.05G066700
KOG0034	Glyma.05G066800
KOG3044	Glyma.05G067000
KOG3092	Glyma.05G067100
KOG3092	Glyma.05G067300
KOG0402	Glyma.05G067400
KOG1666	Glyma.05G067700
KOG1187	Glyma.05G067800
KOG1100	Glyma.05G068400
KOG0094	Glyma.05G068900
KOG1441	Glyma.05G069400
KOG0565	Glyma.05G070400
KOG1448	Glyma.05G070500
KOG1187	Glyma.05G070700
KOG0266	Glyma.05G071000
KOG1597	Glyma.05G072000
KOG0657	Glyma.05G073100
KOG1515	Glyma.05G073200
KOG3435	Glyma.05G073700
KOG4412	Glyma.05G073800
KOG1337	Glyma.05G074800
KOG1176	Glyma.05G075100
KOG2582	Glyma.05G075400
KOG1267	Glyma.05G075600
KOG1187	Glyma.05G075800
KOG2885	Glyma.05G075900
KOG2570	Glyma.05G077800
KOG0740	Glyma.05G077900
KOG0184	Glyma.05G079000
KOG0027	Glyma.05G079700
KOG2665	Glyma.05G079900
KOG1382	Glyma.05G080100
KOG0235	Glyma.05G080400
KOG0235	Glyma.05G080500
KOG0546	Glyma.05G080800
KOG0198	Glyma.05G080900
KOG0143	Glyma.05G081600
KOG0583	Glyma.05G081900
KOG4658	Glyma.05G082200
KOG4579	Glyma.05G082200
KOG4658	Glyma.05G082400
KOG4658	Glyma.05G082500
KOG2905	Glyma.05G083300
KOG0851	Glyma.05G083400
KOG4409	Glyma.05G083600
KOG4178	Glyma.05G083600
KOG1454	Glyma.05G083600
KOG1773	Glyma.05G083700
KOG0723	Glyma.05G083800
KOG0027	Glyma.05G085200
KOG1187	Glyma.05G085500
KOG1603	Glyma.05G086600
KOG3349	Glyma.05G086900
KOG3871	Glyma.05G087100
KOG4098	Glyma.05G087300
KOG1273	Glyma.05G087400
KOG2669	Glyma.05G087600
KOG0702	Glyma.05G088000
KOG0143	Glyma.05G088100
KOG4412	Glyma.05G088400
KOG2035	Glyma.05G089100
KOG1286	Glyma.05G089200
KOG2206	Glyma.05G089300
KOG1665	Glyma.05G089400
KOG1014	Glyma.05G090600
KOG0032	Glyma.05G090900
KOG0424	Glyma.05G091100
KOG1741	Glyma.05G091932
KOG4663	Glyma.05G092000
KOG1353	Glyma.05G092300
KOG0198	Glyma.05G094400
KOG0143	Glyma.05G094600
KOG2335	Glyma.05G096300
KOG1543	Glyma.05G096800
KOG1688	Glyma.05G096900
KOG1947	Glyma.05G097100
KOG0656	Glyma.05G097300
KOG1187	Glyma.05G097400
KOG2852	Glyma.05G097800
KOG3001	Glyma.05G099000
KOG1768	Glyma.05G099500
KOG1187	Glyma.05G099900
KOG1187	Glyma.05G100000
KOG0776	Glyma.05G100400
KOG1339	Glyma.05G101900
KOG3445	Glyma.05G102000
KOG0548	Glyma.05G102400
KOG1454	Glyma.05G102800
KOG4178	Glyma.05G102800
KOG1591	Glyma.05G104400
KOG0635	Glyma.05G105300
KOG0075	Glyma.05G105800
KOG3389	Glyma.05G106100
KOG0656	Glyma.05G106800
KOG4748	Glyma.05G106900
KOG1209	Glyma.05G108500
KOG0048	Glyma.05G109200
KOG0978	Glyma.05G109300
KOG4809	Glyma.05G109300
KOG0483	Glyma.05G109500
KOG3469	Glyma.05G110100
KOG1187	Glyma.05G110400
KOG1369	Glyma.05G110500
KOG4029	Glyma.05G110700
KOG4172	Glyma.05G112600
KOG4711	Glyma.05G112700
KOG0700	Glyma.05G113400
KOG3249	Glyma.05G113600
KOG3314	Glyma.05G114300
KOG1552	Glyma.05G114500
KOG0098	Glyma.05G115000
KOG3152	Glyma.05G115100
KOG4172	Glyma.05G115700
KOG1211	Glyma.05G116700
KOG0698	Glyma.05G116800
KOG4207	Glyma.05G117600
KOG1603	Glyma.05G117801
KOG2049	Glyma.05G118200
KOG2667	Glyma.05G118500
KOG4688	Glyma.05G118700
KOG1603	Glyma.05G119300
KOG1187	Glyma.05G119500
KOG1187	Glyma.05G119600
KOG0029	Glyma.05G120300
KOG0758	Glyma.05G120600
KOG0762	Glyma.05G120600
KOG3464	Glyma.05G120700
KOG0251	Glyma.05G120800
KOG0107	Glyma.05G121100
KOG4473	Glyma.05G121300
KOG4473	Glyma.05G121400
KOG4473	Glyma.05G121500
KOG4473	Glyma.05G121600
KOG1441	Glyma.05G121800
KOG1441	Glyma.05G121900
KOG1623	Glyma.05G122200
KOG3237	Glyma.05G122300
KOG0198	Glyma.05G123200
KOG0594	Glyma.05G123500
KOG1187	Glyma.05G124200
KOG3002	Glyma.05G124500
KOG2326	Glyma.05G125700
KOG0539	Glyma.05G126000
KOG1187	Glyma.05G126400
KOG3332	Glyma.05G126500
KOG1045	Glyma.05G126600
KOG3151	Glyma.05G127300
KOG3431	Glyma.05G127400
KOG1418	Glyma.05G127500
KOG1003	Glyma.05G127800
KOG1775	Glyma.05G127900
KOG1187	Glyma.05G128200
KOG0472	Glyma.05G128200
KOG0381	Glyma.05G129000
KOG4169	Glyma.05G129900
KOG3298	Glyma.05G130300
KOG0143	Glyma.05G130600
KOG2898	Glyma.05G131100
KOG1504	Glyma.05G131400
KOG0887	Glyma.05G132500
KOG0907	Glyma.05G132600
KOG3418	Glyma.05G132800
KOG2912	Glyma.05G133200
KOG2986	Glyma.05G134300
KOG1187	Glyma.05G134800
KOG1801	Glyma.05G135000
KOG2335	Glyma.05G135100
KOG3432	Glyma.05G135300
KOG4791	Glyma.05G135800
KOG2897	Glyma.05G136000
KOG1187	Glyma.05G136900
KOG2693	Glyma.05G137400
KOG0143	Glyma.05G137500
KOG0143	Glyma.05G137800
KOG0565	Glyma.05G138100
KOG2679	Glyma.05G138400
KOG4176	Glyma.05G138600
KOG1619	Glyma.05G138800
KOG1187	Glyma.05G139500
KOG0251	Glyma.05G139700
KOG4467	Glyma.05G139900
KOG0015	Glyma.05G140000
KOG0417	Glyma.05G140200
KOG0538	Glyma.05G141300
KOG2190	Glyma.05G141800
KOG4422	Glyma.05G142300
KOG0254	Glyma.05G142400
KOG0254	Glyma.05G142500
KOG1752	Glyma.05G142700
KOG2576	Glyma.05G142800
KOG4765	Glyma.05G143100
KOG0431	Glyma.05G143200
KOG3499	Glyma.05G143700
KOG2287	Glyma.05G144000
KOG4172	Glyma.05G144300
KOG1187	Glyma.05G144400
KOG1601	Glyma.05G144500
KOG4412	Glyma.05G145200
KOG2194	Glyma.05G146600
KOG4112	Glyma.05G146700
KOG3353	Glyma.05G146800
KOG1021	Glyma.05G146900
KOG1663	Glyma.05G147000
KOG0156	Glyma.05G147100
KOG3491	Glyma.05G148000
KOG2104	Glyma.05G148200
KOG0014	Glyma.05G148700
KOG0014	Glyma.05G148800
KOG2267	Glyma.05G148900
KOG1303	Glyma.05G149000
KOG3205	Glyma.05G149100
KOG1781	Glyma.05G149300
KOG1211	Glyma.05G149500
KOG4280	Glyma.05G149700
KOG0543	Glyma.05G149900
KOG0899	Glyma.05G150000
KOG1192	Glyma.05G150600
KOG1187	Glyma.05G150800
KOG0455	Glyma.05G151100
